0.02	0.04	0.03	0.01	0.5	0.1	0.292666667	0.342952381	0.393238095	0.44352381	310	0.758	210	0.642	380.4	0.41	440	0.38	758	0.21	665	0.15	325.6689697	0.1	354.9530117	0.09	384.2370536	0.04	413.5210956	0.02
0.02	0.04	0.03	0.01	0.5	0.1	0.292666667	0.342952381	0.393238095	0.44352381	310	0.758	210	0.642	380.4	0.41	440	0.38	758	0.21	665	0.15	325.6689697	0.1	354.9530117	0.09	384.2370536	0.04	413.5210956	0.02
